"ParticipantName","SegmentName","FixationPointX","FixationPointY","GazeStart","GazeEnd","hoge","piyo","ItemNo","Condition","AOI1","AOI2","AOI3","AOI4","AOI"
"P05","Segment 4",444,381,6623,6810,"1","11","18","d","B","A","D","C",1
"P05","Segment 4",381,308,6840,6943,"1","11","18","d","B","A","D","C",1
"P05","Segment 4",1311,274,7019,7199,"1","11","18","d","B","A","D","C",2
"P05","Segment 4",422,761,7283,7449,"1","11","18","d","B","A","D","C",3
"P05","Segment 4",555,666,7493,7789,"1","11","18","d","B","A","D","C",3
"P05","Segment 4",431,698,7823,8053,"1","11","18","d","B","A","D","C",3
"P05","Segment 4",515,715,8079,8569,"1","11","18","d","B","A","D","C",3
"P05","Segment 4",393,680,8599,8847,"1","11","18","d","B","A","D","C",3
"P05","Segment 5",1441,361,412,545,"1","14","22","d","D","B","C","A",2
"P05","Segment 5",1400,290,572,725,"1","14","22","d","D","B","C","A",2
"P05","Segment 5",-1,-1,1452,1525,"1","14","22","d","D","B","C","A",0
"P05","Segment 5",1214,957,3825,3901,"1","14","22","d","D","B","C","A",4
"P05","Segment 5",-1,-1,4885,5001,"1","14","22","d","D","B","C","A",0
"P05","Segment 5",516,317,5275,5621,"1","14","22","d","D","B","C","A",1
"P05","Segment 5",454,255,5661,5871,"1","14","22","d","D","B","C","A",1
"P05","Segment 5",417,786,5928,6164,"1","14","22","d","D","B","C","A",3
"P05","Segment 5",1356,468,6241,6358,"1","14","22","d","D","B","C","A",2
"P05","Segment 5",546,303,6428,7141,"1","14","22","d","D","B","C","A",1
"P05","Segment 5",947,305,7191,7341,"1","14","22","d","D","B","C","A",1
"P05","Segment 5",510,322,7394,8598,"1","14","22","d","D","B","C","A",1
"P05","Segment 6",933,466,0,50,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",950,462,70,407,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",432,343,483,653,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",865,418,717,797,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",867,487,1436,1663,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",931,418,1700,1920,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",926,439,1926,2096,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",1230,356,2146,2276,"1","16","8","b","C","D","B","A",2
"P05","Segment 6",779,405,2336,2490,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",1403,685,2683,2793,"1","16","8","b","C","D","B","A",4
"P05","Segment 6",336,754,2920,3086,"1","16","8","b","C","D","B","A",3
"P05","Segment 6",357,688,3113,3296,"1","16","8","b","C","D","B","A",3
"P05","Segment 6",343,709,3310,3466,"1","16","8","b","C","D","B","A",3
"P05","Segment 6",1131,656,4056,4339,"1","16","8","b","C","D","B","A",4
"P05","Segment 6",1366,679,4403,4583,"1","16","8","b","C","D","B","A",4
"P05","Segment 6",612,400,4649,4796,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",380,326,4839,5183,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",344,292,5209,5689,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",1280,284,5769,6142,"1","16","8","b","C","D","B","A",2
"P05","Segment 6",1271,604,6199,6342,"1","16","8","b","C","D","B","A",4
"P05","Segment 6",472,393,6419,6562,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",341,329,6599,6732,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",435,324,6992,7126,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",380,323,7149,7529,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",397,310,7549,8412,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",301,305,8439,8759,"1","16","8","b","C","D","B","A",1
"P05","Segment 6",1325,309,8845,8931,"1","16","8","b","C","D","B","A",2
"P05","Segment 7",951,508,0,345,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",1385,441,455,569,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",1393,261,612,755,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",1345,419,1089,1169,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",860,438,1312,1389,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",386,304,1849,1912,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",1310,404,1992,2215,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",1501,463,2275,2378,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",1322,204,2645,2862,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",453,787,3455,3695,"1","18","9","a","C","A","D","B",3
"P05","Segment 7",648,435,3752,3885,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",1378,340,3952,4222,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",1320,211,4258,4478,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",1366,433,4535,5198,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",676,401,5271,5598,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",717,428,5621,5768,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",455,318,5818,5945,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",312,242,5975,6211,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",464,513,6255,6368,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",387,841,6411,6588,"1","18","9","a","C","A","D","B",3
"P05","Segment 7",681,928,6641,6768,"1","18","9","a","C","A","D","B",3
"P05","Segment 7",1440,748,6838,6938,"1","18","9","a","C","A","D","B",4
"P05","Segment 7",1371,368,6991,7141,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",1306,264,7174,7371,"1","18","9","a","C","A","D","B",2
"P05","Segment 7",618,372,7438,8381,"1","18","9","a","C","A","D","B",1
"P05","Segment 7",336,271,8431,8485,"1","18","9","a","C","A","D","B",1
"P05","Segment 8",935,499,0,402,"1","22","2","d","A","B","D","C",1
"P05","Segment 8",1287,352,482,649,"1","22","2","d","A","B","D","C",2
"P05","Segment 8",1498,328,689,802,"1","22","2","d","A","B","D","C",2
"P05","Segment 8",567,281,932,1329,"1","22","2","d","A","B","D","C",1
"P05","Segment 8",463,692,1402,1645,"1","22","2","d","A","B","D","C",3
"P05","Segment 8",1380,653,1718,1945,"1","22","2","d","A","B","D","C",4
"P05","Segment 8",1382,629,2082,2152,"1","22","2","d","A","B","D","C",4
"P05","Segment 8",588,373,2335,2522,"1","22","2","d","A","B","D","C",1
"P05","Segment 8",589,374,2638,2738,"1","22","2","d","A","B","D","C",1
"P05","Segment 8",619,312,2775,2925,"1","22","2","d","A","B","D","C",1
"P05","Segment 8",1477,298,3002,3345,"1","22","2","d","A","B","D","C",2
"P05","Segment 8",1243,340,3395,3515,"1","22","2","d","A","B","D","C",2
"P05","Segment 8",581,282,4071,4405,"1","22","2","d","A","B","D","C",1
"P05","Segment 8",1298,334,4475,5118,"1","22","2","d","A","B","D","C",2
"P05","Segment 8",1395,687,5168,5425,"1","22","2","d","A","B","D","C",4
"P05","Segment 8",1284,646,5455,5665,"1","22","2","d","A","B","D","C",4
"P05","Segment 8",851,624,5715,5791,"1","22","2","d","A","B","D","C",3
"P05","Segment 8",449,674,5848,6181,"1","22","2","d","A","B","D","C",3
"P05","Segment 8",394,685,6204,6928,"1","22","2","d","A","B","D","C",3
"P05","Segment 8",1269,716,7014,7118,"1","22","2","d","A","B","D","C",4
"P05","Segment 8",391,702,7198,7364,"1","22","2","d","A","B","D","C",3
"P05","Segment 8",447,706,7888,7988,"1","22","2","d","A","B","D","C",3
"P05","Segment 8",441,683,7994,8189,"1","22","2","d","A","B","D","C",3
"P05","Segment 9",987,486,0,22,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",931,492,45,369,"1","24","15","c","B","D","C","A",1
"P05","Segment 9",468,296,445,569,"1","24","15","c","B","D","C","A",1
"P05","Segment 9",293,218,612,672,"1","24","15","c","B","D","C","A",1
"P05","Segment 9",1370,259,785,1309,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",1296,644,1542,1685,"1","24","15","c","B","D","C","A",4
"P05","Segment 9",1316,723,1762,1929,"1","24","15","c","B","D","C","A",4
"P05","Segment 9",354,794,2022,2192,"1","24","15","c","B","D","C","A",3
"P05","Segment 9",334,706,2225,2708,"1","24","15","c","B","D","C","A",3
"P05","Segment 9",1177,646,2788,2955,"1","24","15","c","B","D","C","A",4
"P05","Segment 9",1302,676,3032,3088,"1","24","15","c","B","D","C","A",4
"P05","Segment 9",443,298,3478,3538,"1","24","15","c","B","D","C","A",1
"P05","Segment 9",273,198,3582,3975,"1","24","15","c","B","D","C","A",1
"P05","Segment 9",1293,677,4078,4465,"1","24","15","c","B","D","C","A",4
"P05","Segment 9",1287,697,4471,4608,"1","24","15","c","B","D","C","A",4
"P05","Segment 9",1347,752,4655,4855,"1","24","15","c","B","D","C","A",4
"P05","Segment 9",1320,337,5021,5291,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",399,787,5378,5568,"1","24","15","c","B","D","C","A",3
"P05","Segment 9",337,711,5601,5895,"1","24","15","c","B","D","C","A",3
"P05","Segment 9",1315,272,5968,6208,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",1288,202,6235,6855,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",796,298,6911,7084,"1","24","15","c","B","D","C","A",1
"P05","Segment 9",1405,255,7171,7354,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",1287,219,7384,7534,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",1330,236,8118,8308,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",1307,350,8341,8644,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",1409,338,9134,9544,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",1299,316,9574,9801,"1","24","15","c","B","D","C","A",2
"P05","Segment 9",1335,179,9841,10130,"1","24","15","c","B","D","C","A",2
"P07","Segment 1",1018,821,0,55,"3","3","13","c","B","C","D","A",4
"P07","Segment 1",382,385,425,754,"3","3","13","c","B","C","D","A",1
"P07","Segment 1",1383,906,835,1031,"3","3","13","c","B","C","D","A",4
"P07","Segment 1",1348,203,1628,1748,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",1329,263,1761,2011,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",401,848,2088,2278,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",298,877,2304,2484,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",1345,726,2844,3081,"3","3","13","c","B","C","D","A",4
"P07","Segment 1",504,641,3181,3301,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",353,263,3434,3537,"3","3","13","c","B","C","D","A",1
"P07","Segment 1",309,719,3597,3724,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",376,850,3754,3924,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",333,354,3984,4164,"3","3","13","c","B","C","D","A",1
"P07","Segment 1",1370,829,4237,4541,"3","3","13","c","B","C","D","A",4
"P07","Segment 1",1256,284,4641,4811,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",1249,322,4837,4967,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",1340,685,5224,5294,"3","3","13","c","B","C","D","A",4
"P07","Segment 1",1345,354,5340,5484,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",1352,303,5497,5604,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",636,638,6207,6287,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",327,851,6367,6547,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",1319,266,6804,6977,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",1309,357,7037,7124,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",329,329,7870,7973,"3","3","13","c","B","C","D","A",1
"P07","Segment 1",338,295,7980,8057,"3","3","13","c","B","C","D","A",1
"P07","Segment 1",1316,918,8153,8327,"3","3","13","c","B","C","D","A",4
"P07","Segment 1",400,497,8530,8673,"3","3","13","c","B","C","D","A",1
"P07","Segment 1",1344,327,8917,8990,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",1319,340,9003,9097,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",521,207,9890,10100,"3","3","13","c","B","C","D","A",1
"P07","Segment 1",481,287,10116,10233,"3","3","13","c","B","C","D","A",1
"P07","Segment 1",1280,760,10470,10706,"3","3","13","c","B","C","D","A",4
"P07","Segment 1",1415,735,10740,10823,"3","3","13","c","B","C","D","A",4
"P07","Segment 1",1415,738,10833,11070,"3","3","13","c","B","C","D","A",4
"P07","Segment 1",396,259,11603,11786,"3","3","13","c","B","C","D","A",1
"P07","Segment 1",1310,304,11863,11976,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",1294,325,11983,12253,"3","3","13","c","B","C","D","A",2
"P07","Segment 1",459,759,12323,12513,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",336,851,12543,12823,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",619,726,12866,13203,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",619,755,13209,13473,"3","3","13","c","B","C","D","A",3
"P07","Segment 1",1225,434,13529,13574,"3","3","13","c","B","C","D","A",2
"P07","Segment 10",-1,-1,34,93,"3","25","21","c","D","B","A","C",0
"P07","Segment 10",950,804,263,400,"3","25","21","c","D","B","A","C",3
"P07","Segment 10",1372,583,473,553,"3","25","21","c","D","B","A","C",4
"P07","Segment 10",425,245,690,753,"3","25","21","c","D","B","A","C",1
"P07","Segment 10",440,270,763,1093,"3","25","21","c","D","B","A","C",1
"P07","Segment 10",1334,760,1160,1407,"3","25","21","c","D","B","A","C",4
"P07","Segment 10",419,777,1553,1697,"3","25","21","c","D","B","A","C",3
"P07","Segment 10",1334,258,1843,1957,"3","25","21","c","D","B","A","C",2
"P07","Segment 10",583,247,2330,2606,"3","25","21","c","D","B","A","C",1
"P07","Segment 10",344,687,2726,2783,"3","25","21","c","D","B","A","C",3
"P07","Segment 10",1327,277,2900,3130,"3","25","21","c","D","B","A","C",2
"P07","Segment 10",1290,91,3170,3230,"3","25","21","c","D","B","A","C",2
"P07","Segment 10",681,767,3463,3656,"3","25","21","c","D","B","A","C",3
"P07","Segment 10",335,668,3733,3793,"3","25","21","c","D","B","A","C",3
"P07","Segment 10",330,704,3810,3876,"3","25","21","c","D","B","A","C",3
"P07","Segment 10",599,747,3963,4083,"3","25","21","c","D","B","A","C",3
"P07","Segment 10",1416,601,4160,4403,"3","25","21","c","D","B","A","C",4
"P07","Segment 10",1145,339,4476,4613,"3","25","21","c","D","B","A","C",2
"P07","Segment 10",1274,289,4653,4959,"3","25","21","c","D","B","A","C",2
"P07","Segment 10",1324,317,4986,5159,"3","25","21","c","D","B","A","C",2
"P07","Segment 10",1355,661,5209,5419,"3","25","21","c","D","B","A","C",4
"P07","Segment 10",561,204,6049,6113,"3","25","21","c","D","B","A","C",1
"P07","Segment 10",372,412,6456,6519,"3","25","21","c","D","B","A","C",1
